;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;FRE
07/01/2016;20 - 21;227,68;238,27;238,27;238,27;238,27;373,15;158,53;238,27;238,27;158,53;158,53;238,27;238,27;238,27;373,15;373,15;373,15;373,15
07/01/2016;21 - 22;202,69;192,99;192,99;192,99;192,99;290,64;160,17;192,99;192,99;160,17;160,17;192,99;192,99;192,99;290,64;332,19;332,19;290,64
07/01/2016;22 - 23;173,45;160,76;160,76;160,76;160,76;253,71;158,3;160,76;160,76;158,3;158,3;160,76;160,76;160,76;253,71;253,71;253,71;253,71
07/01/2016;23 - 00;155,47;151,14;151,14;151,14;151,14;224,4;151,14;151,14;151,14;151,14;151,14;151,14;151,14;151,14;224,4;224,4;224,4;224,4
08/01/2016;00 - 01;159,32;157,09;157,09;157,09;157,09;224,67;90,4;157,09;157,09;157,09;157,09;157,09;157,09;157,09;224,67;230,26;230,26;224,67
08/01/2016;01 - 02;154,48;150,37;150,37;150,37;150,37;213,03;128,52;150,37;150,37;150,37;150,37;150,37;150,37;150,37;213,03;257,71;257,71;213,03
08/01/2016;02 - 03;150,9;147,54;147,54;147,54;147,54;205,35;103,68;147,54;147,54;147,54;147,54;147,54;147,54;147,54;205,35;216,91;216,91;205,35
08/01/2016;03 - 04;150,45;148,14;148,14;148,14;148,14;208,4;90,33;148,14;148,14;144,56;148,14;148,14;148,14;148,14;208,4;216,98;216,98;208,4
08/01/2016;04 - 05;151,12;150,45;150,45;150,45;150,45;233,84;96,89;150,45;150,45;138,81;150,45;150,45;150,45;150,45;233,84;264,87;264,87;233,84
08/01/2016;05 - 06;161,49;154,63;154,63;154,63;154,63;366,39;126,65;154,63;154,63;153,21;154,63;154,63;154,63;154,63;366,39;366,39;366,39;366,39
08/01/2016;06 - 07;191,17;164,25;164,25;164,25;164,25;433,07;164,25;164,25;164,25;164,25;164,25;164,25;164,25;164,25;433,07;433,07;433,07;433,07
08/01/2016;07 - 08;265,17;223,1;223,1;223,1;223,1;745,97;208,78;223,1;223,1;182,15;182,15;223,1;223,1;223,1;745,97;745,97;745,97;745,97
08/01/2016;08 - 09;343,93;321,93;321,93;321,93;321,93;745,45;208,7;321,93;321,93;208,7;208,7;321,93;321,93;321,93;745,45;745,45;745,45;745,45
08/01/2016;09 - 10;282,25;326,03;326,03;326,03;326,03;567,18;198,41;326,03;231,23;198,41;198,41;326,03;326,03;326,03;567,18;567,18;567,18;567,18
08/01/2016;10 - 11;259,05;323,94;323,94;323,94;323,94;515,34;190,58;323,94;323,94;190,58;190,58;323,94;323,94;323,94;515,34;515,34;515,34;515,34
08/01/2016;11 - 12;256,81;275,61;275,61;275,61;275,61;376,08;192,14;275,61;275,61;192,14;192,14;275,61;275,61;275,61;376,08;432,99;432,99;376,08
08/01/2016;12 - 13;254,28;240,7;240,7;240,7;240,7;344,75;187,44;240,7;240,7;187,44;187,44;240,7;240,7;240,7;344,75;432,7;432,7;344,75
08/01/2016;13 - 14;236,45;199,75;199,75;199,75;199,75;293,06;190,8;199,75;199,75;190,8;190,8;199,75;199,75;199,75;293,06;433,22;433,22;293,06
08/01/2016;14 - 15;256,74;205,87;205,87;205,87;205,87;378,25;205,87;205,87;205,87;205,87;205,87;205,87;205,87;205,87;378,25;425,76;425,76;378,25
08/01/2016;15 - 16;326,7;239,28;239,28;239,28;239,28;577,92;229,81;239,28;239,28;229,81;229,81;239,28;239,28;239,28;577,92;746,2;746,2;577,92
08/01/2016;16 - 17;361,84;283,96;283,96;283,96;283,96;745,53;268,3;283,96;268,3;268,3;268,3;283,96;283,96;283,96;745,53;746,05;746,05;745,53
08/01/2016;17 - 18;365,04;344,31;344,31;344,31;344,31;515,34;324,91;344,31;324,91;324,91;324,91;344,31;344,31;344,31;515,34;515,34;515,34;515,34
08/01/2016;18 - 19;371,09;350,35;350,35;350,35;350,35;515,04;339,16;350,35;339,16;339,16;339,16;350,35;350,35;350,35;515,04;515,04;515,04;515,04
08/01/2016;19 - 20;319,54;299,03;299,03;299,03;299,03;325,14;289,48;299,03;289,48;289,48;289,48;299,03;299,03;299,03;325,14;373,62;373,62;325,14
08/01/2016;20 - 21;256,81;213,1;213,1;213,1;213,1;257,26;213,1;213,1;213,1;213,1;213,1;213,1;213,1;213,1;257,26;366,68;366,68;257,26
08/01/2016;21 - 22;214,67;187,15;187,15;187,15;187,15;257,26;187,15;187,15;187,15;187,15;187,15;187,15;187,15;187,15;257,26;358,48;358,48;257,26
08/01/2016;22 - 23;197,59;181,4;181,4;181,4;181,4;242,72;181,4;181,4;181,4;181,4;181,4;181,4;181,4;181,4;242,72;242,72;242,72;242,72
08/01/2016;23 - 00;176,78;169,02;169,02;169,02;169,02;223,47;169,02;169,02;169,02;169,02;169,02;169,02;169,02;169,02;223,47;224,29;224,29;223,47
09/01/2016;00 - 01;191,62;182,82;182,82;182,82;182,82;208,93;182,82;182,82;182,82;182,82;182,82;182,82;182,82;182,82;208,93;233,17;233,17;208,93
09/01/2016;01 - 02;178,64;174,84;174,84;174,84;174,84;191,25;174,84;174,84;174,84;174,84;174,84;174,84;174,84;174,84;191,25;224,52;224,52;191,25
09/01/2016;02 - 03;171,26;169,99;169,99;169,99;169,99;177,9;169,99;169,99;169,99;169,99;169,99;169,99;169,99;169,99;177,9;224,37;224,37;177,9
09/01/2016;03 - 04;169,84;167,75;167,75;167,75;167,75;191,7;167,75;167,75;167,75;167,75;167,75;167,75;167,75;167,75;191,7;226,38;226,38;191,7
09/01/2016;04 - 05;166,26;163,8;163,8;163,8;163,8;198,56;163,8;163,8;163,8;163,8;163,8;163,8;163,8;163,8;198,56;238,99;238,99;198,56
09/01/2016;05 - 06;168,87;165,96;165,96;165,96;165,96;206,54;165,96;165,96;165,96;165,96;165,96;165,96;165,96;165,96;206,54;276,95;276,95;206,54
09/01/2016;06 - 07;169,62;167,01;167,01;167,01;167,01;204,15;167,01;167,01;167,01;167,01;167,01;167,01;167,01;167,01;204,15;440,08;440,08;204,15
09/01/2016;07 - 08;179,17;171,33;171,33;171,33;171,33;219;171,33;171,33;171,33;171,33;171,33;171,33;171,33;161,93;219;440,45;440,45;219
09/01/2016;08 - 09;186,62;178,64;178,64;178,64;178,64;216,24;178,64;178,64;178,64;178,64;178,64;178,64;178,64;160,97;216,24;521,83;521,83;216,24
09/01/2016;09 - 10;197,74;184,24;184,24;184,24;184,24;227,13;184,24;184,24;184,24;184,24;184,24;184,24;184,24;181,93;227,13;747,09;747,09;227,13
09/01/2016;10 - 11;207,96;197,59;197,59;197,59;197,59;223,4;197,59;197,59;197,59;197,59;197,59;197,59;197,59;197,59;223,4;747,17;747,17;223,4
09/01/2016;11 - 12;213,33;200,87;200,87;200,87;200,87;224,29;200,87;200,87;200,87;200,87;200,87;200,87;200,87;200,87;224,29;747,17;747,17;224,29
09/01/2016;12 - 13;207,14;196,32;196,32;196,32;196,32;223,17;196,32;196,32;196,32;196,32;196,32;196,32;196,32;196,32;223,17;747,09;747,09;223,17
09/01/2016;13 - 14;201,24;188,86;188,86;188,86;188,86;230,33;188,86;188,86;188,86;188,86;188,86;188,86;188,86;188,86;230,33;747,02;747,02;230,33
09/01/2016;14 - 15;201,99;185,36;185,36;185,36;185,36;253,76;185,36;185,36;185,36;185,36;185,36;185,36;185,36;185,36;253,76;747,09;747,09;253,76
09/01/2016;15 - 16;220,19;194,9;194,9;194,9;194,9;367,8;194,9;194,9;194,9;194,9;194,9;194,9;194,9;194,9;367,8;1492,1;1492,1;367,8
09/01/2016;16 - 17;257,19;222,05;222,05;222,05;222,05;441,8;207,88;222,05;207,88;207,88;207,88;222,05;222,05;222,05;441,8;1492,25;1492,25;441,8
09/01/2016;17 - 18;338,64;269,27;269,27;269,27;269,27;432,03;216,98;269,27;216,98;216,98;216,98;269,27;269,27;269,27;432,03;747,24;747,24;432,03
09/01/2016;18 - 19;246,89;207,88;207,88;207,88;207,88;345,65;207,88;207,88;207,88;207,88;207,88;207,88;207,88;207,88;345,65;747,17;747,17;345,65
09/01/2016;19 - 20;205,05;183,72;183,72;183,72;183,72;285,68;183,72;183,72;183,72;183,72;183,72;183,72;183,72;183,72;285,68;746,94;746,94;285,68
09/01/2016;20 - 21;181,4;172,53;172,53;172,53;172,53;254,28;172,53;172,53;172,53;172,53;172,53;172,53;172,53;172,53;254,28;1491,95;1491,95;254,28
09/01/2016;21 - 22;175,06;168,35;168,35;168,35;168,35;302,98;168,35;168,35;168,35;168,35;168,35;168,35;168,35;168,35;302,98;425,76;425,76;302,98
09/01/2016;22 - 23;169,32;164,62;164,62;164,62;164,62;253,23;164,62;164,62;164,62;164,62;164,62;164,62;164,62;164,62;253,23;253,23;253,23;253,23
09/01/2016;23 - 00;163,43;158,58;158,58;158,58;158,58;213,48;158,58;158,58;158,58;158,58;158,58;158,58;158,58;158,58;213,48;237,87;237,87;213,48
10/01/2016;00 - 01;159,33;159,03;159,03;159,03;159,03;159,03;116,22;159,03;159,03;159,03;159,03;159,03;159,03;159,03;159,03;224,08;224,08;159,03
10/01/2016;01 - 02;149,64;148,67;148,67;148,67;148,67;148,67;142,1;148,67;148,67;148,67;148,67;148,67;148,67;148,67;148,67;216,25;216,25;148,67
10/01/2016;02 - 03;147,7;146,58;146,58;146,58;146,58;146,58;146,58;146,58;146,58;146,58;146,58;146,58;146,58;146,58;146,58;215,65;215,65;146,58
10/01/2016;03 - 04;146,35;144,94;144,94;144,94;144,94;144,94;144,94;144,94;144,94;144,94;144,94;144,94;144,94;144,94;144,94;214,53;214,53;144,94
10/01/2016;04 - 05;145,23;143,59;143,59;143,59;143,59;143,59;143,59;143,59;143,59;143,59;143,59;143,59;143,59;143,59;143,59;214,68;214,68;143,59
10/01/2016;05 - 06;146,35;144,64;144,64;144,64;144,64;152,4;144,64;144,64;144,64;144,64;144,64;144,64;144,64;144,64;152,4;222,36;222,36;152,4
10/01/2016;06 - 07;146,35;144,19;144,19;144,19;144,19;174,33;144,19;144,19;144,19;144,19;144,19;144,19;144,19;144,19;174,33;309,27;309,27;174,33
10/01/2016;07 - 08;148,14;145,98;145,98;145,98;145,98;201,4;145,98;145,98;145,98;145,98;145,98;145,98;145,98;145,98;201,4;309,12;309,12;201,4
10/01/2016;08 - 09;148,14;145,38;145,38;145,38;145,38;217,29;145,38;145,38;145,38;145,38;145,38;145,38;145,38;145,38;217,29;309,42;309,42;217,29
10/01/2016;09 - 10;153,74;150,31;150,31;150,31;150,31;245,64;150,31;150,31;150,31;150,31;150,31;150,31;150,31;150,31;245,64;309,42;309,42;245,64
10/01/2016;10 - 11;159,93;156,27;156,27;156,27;156,27;245,64;153,66;156,27;156,27;156,27;156,27;156,27;156,27;156,27;245,64;309,04;309,04;245,64
10/01/2016;11 - 12;164,63;161,05;161,05;161,05;161,05;245,86;161,05;161,05;161,05;161,05;161,05;161,05;161,05;161,05;245,86;309,04;309,04;245,86
10/01/2016;12 - 13;165,3;162,84;162,84;162,84;162,84;225,87;162,84;162,84;162,84;162,84;162,84;162,84;162,84;162,84;225,87;309,04;309,04;225,87
10/01/2016;13 - 14;162,99;159,11;159,11;159,11;159,11;234,52;159,11;159,11;159,11;159,11;159,11;159,11;159,11;159,11;234,52;308,97;308,97;234,52
10/01/2016;14 - 15;162,32;158,29;158,29;158,29;158,29;246,09;155,01;158,29;158,29;158,29;158,29;158,29;158,29;158,29;246,09;308,97;308,97;246,09
10/01/2016;15 - 16;168,28;163,96;163,96;163,96;163,96;275,48;160;163,96;163,96;163,96;163,96;163,96;163,96;163,96;275,48;309,27;309,27;275,48
10/01/2016;16 - 17;184,25;178,43;178,43;178,43;178,43;284,05;178,43;178,43;178,43;172,76;172,76;178,43;178,43;178,43;284,05;1492,33;1492,33;284,05
10/01/2016;17 - 18;207,97;192,15;192,15;192,15;192,15;310,76;193,65;193,65;192,15;192,15;192,15;192,15;192,15;192,15;310,76;448,01;448,01;310,76
10/01/2016;18 - 19;204,16;185,89;185,89;185,89;185,89;318,52;185,89;185,89;185,89;185,89;185,89;185,89;185,89;185,89;318,52;447,71;447,71;318,52
10/01/2016;19 - 20;193,2;181,56;181,56;181,56;181,56;255,63;181,56;181,56;181,56;181,56;181,56;181,56;181,56;181,56;255,63;418,25;418,25;255,63
10/01/2016;20 - 21;182,38;177,46;177,46;177,46;177,46;241,31;177,46;177,46;177,46;177,46;177,46;177,46;177,46;177,46;241,31;309,57;309,57;241,31
10/01/2016;21 - 22;177,68;171,86;171,86;171,86;171,86;246,16;171,86;171,86;171,86;171,86;171,86;171,86;171,86;171,86;246,16;257,42;257,42;246,16
10/01/2016;22 - 23;169,93;166,64;166,64;166,64;166,64;217,52;166,64;166,64;166,64;166,64;166,64;166,64;166,64;166,64;217,52;231,91;231,91;217,52
10/01/2016;23 - 00;163,21;161,79;161,79;161,79;161,79;161,79;161,79;161,79;161,79;161,79;161,79;161,79;161,79;158,59;161,79;224,01;224,01;161,79
11/01/2016;00 - 01;159,78;159,41;159,41;159,41;159,41;159,41;159,41;159,41;159,41;159,41;159,41;159,41;159,41;159,41;159,41;197,45;197,45;159,41
11/01/2016;01 - 02;149,86;149,49;149,49;149,49;149,49;149,49;149,49;149,49;149,49;149,49;149,49;149,49;149,49;149,49;149,49;149,49;149,49;149,49
11/01/2016;02 - 03;147,85;147,55;147,55;147,55;147,55;147,55;147,55;147,55;147,55;147,55;147,55;147,55;147,55;147,55;147,55;196,63;196,63;147,55
11/01/2016;03 - 04;144,64;144,41;144,41;144,41;144,41;144,41;144,41;144,41;144,41;144,41;144,41;144,41;144,41;144,41;144,41;144,41;144,41;
11/01/2016;04 - 05;150,68;146,8;146,8;146,8;146,8;223,93;145,91;146,8;146,8;146,8;146,8;146,8;146,8;146,8;223,93;223,93;223,93;
11/01/2016;05 - 06;167,17;160,82;160,82;160,82;160,82;297,78;161,65;160,82;160,82;160,82;160,82;160,82;160,82;158,14;297,78;297,78;297,78;
11/01/2016;06 - 07;203,87;180,82;180,82;180,82;180,82;429,59;180,82;180,82;180,82;180,82;180,82;180,82;180,82;176,41;429,59;1492,18;1492,18;
11/01/2016;07 - 08;339,1;214,76;214,76;300,46;303;506,12;300,46;303;300,46;300,46;300,46;214,76;214,76;214,76;506,12;1492,25;1492,25;
11/01/2016;08 - 09;345,89;212,74;212,74;342,61;342,61;447,86;342,61;342,61;342,61;342,61;342,61;212,74;212,74;212,74;447,86;447,86;447,86;
11/01/2016;09 - 10;333,73;206,18;206,18;328,21;328,21;414,97;328,21;328,21;328,21;328,21;328,21;206,18;206,18;206,18;414,97;1491,95;1491,95;
11/01/2016;10 - 11;292,26;203,94;203,94;312,85;312,85;312,85;312,85;312,85;312,85;312,85;312,85;203,94;203,94;203,94;312,85;360,14;360,14;
11/01/2016;11 - 12;297,41;202,67;202,67;303;305,54;303;303;305,54;303;303;303;202,67;202,67;202,67;303;373,49;373,49;
11/01/2016;12 - 13;328,81;205,8;205,8;308,15;308,15;362,3;308,15;308,15;308,15;308,15;308,15;205,8;205,8;205,8;362,3;379,46;379,46;
11/01/2016;13 - 14;333,21;209,91;209,91;306,51;306,51;364,99;306,51;306,51;306,51;306,51;306,51;209,91;209,91;209,91;364,99;433,09;433,09;
11/01/2016;14 - 15;323,59;210,36;210,36;287,93;290,32;410,94;287,93;290,32;287,93;287,93;287,93;210,36;210,36;210,36;410,94;440,33;440,33;
11/01/2016;15 - 16;332,24;212,44;212,44;279,73;279,73;522,46;279,73;279,73;279,73;279,73;279,73;212,44;212,44;212,44;522,46;1491,95;1491,95;
11/01/2016;16 - 17;331,42;198,72;198,72;283,08;283,08;476,88;283,08;283,08;283,08;283,08;283,08;198,72;198,72;198,72;476,88;1492,03;1492,03;
11/01/2016;17 - 18;310,31;192,75;192,75;333,36;333,36;389,53;333,36;333,36;333,36;333,36;333,36;192,75;192,75;192,75;389,53;1492,18;1492,18;
11/01/2016;18 - 19;289,95;187,08;187,08;319,86;319,86;392,44;319,86;319,86;319,86;319,86;319,86;187,08;187,08;187,08;392,44;1491,88;1491,88;
11/01/2016;19 - 20;255,78;182,53;182,53;288,83;291,21;288,83;288,83;291,21;288,83;288,83;288,83;182,53;182,53;182,53;259,96;432,72;432,72;
11/01/2016;20 - 21;209,46;178,35;178,35;207,89;240,94;224,75;207,89;240,94;207,89;207,89;207,89;178,35;178,35;178,35;253,62;358,2;358,2;224,75
11/01/2016;21 - 22;192,38;178,8;178,8;189,84;189,84;224,6;189,84;189,84;189,84;189,84;189,84;178,8;178,8;178,8;224,6;309,19;309,19;224,6
11/01/2016;22 - 23;174,33;171,94;171,94;171,94;171,94;186,11;171,94;171,94;171,94;171,94;171,94;171,94;171,94;171,94;186,11;239,15;239,15;186,11
11/01/2016;23 - 00;162,54;161,72;161,72;161,72;161,72;161,72;161,72;161,72;161,72;161,72;161,72;161,72;161,72;159,48;161,72;224,23;224,23;161,72
12/01/2016;00 - 01;158,15;157,48;157,48;157,48;157,48;157,48;157,48;157,48;157,48;157,48;157,48;157,48;157,48;157,48;157,48;212,98;212,98;157,48
12/01/2016;01 - 02;148,45;147,78;147,78;147,78;147,78;147,78;147,78;147,78;147,78;147,78;147,78;147,78;147,78;147,78;147,78;212,76;212,76;147,78
12/01/2016;02 - 03;143,16;142,49;142,49;142,49;142,49;142,49;142,49;142,49;142,49;142,49;142,49;142,49;142,49;142,49;142,49;212,68;212,68;142,49
12/01/2016;03 - 04;137,86;137,34;137,34;137,34;137,34;137,34;137,34;137,34;137,34;137,34;137,34;137,34;137,34;137,34;137,34;212,76;212,76;
12/01/2016;04 - 05;143,23;141,74;141,74;141,74;141,74;193,21;141,74;141,74;141,74;141,74;141,74;141,74;141,74;141,74;193,21;224,55;224,55;
12/01/2016;05 - 06;161,58;155,99;155,99;155,99;155,99;230,96;150,62;155,99;155,99;155,99;155,99;155,99;155,99;155,99;230,96;259,31;259,31;
12/01/2016;06 - 07;180,46;171,06;171,06;171,06;171,06;254,09;176,5;176,5;171,06;171,06;171,06;171,06;171,06;171,06;254,09;745,48;745,48;
12/01/2016;07 - 08;263,64;191,65;191,65;259,38;261,55;264,01;259,38;261,55;259,38;259,38;259,38;191,65;191,65;191,65;264,01;895,57;895,57;
12/01/2016;08 - 09;300,56;218,58;218,58;294,89;294,89;294,89;294,89;294,89;294,89;294,89;294,89;218,58;218,58;218,58;294,89;895,35;895,35;
12/01/2016;09 - 10;307,13;209,03;209,03;305,86;305,86;305,86;305,86;305,86;305,86;305,86;305,86;209,03;209,03;209,03;305,86;515,41;515,41;
12/01/2016;10 - 11;293,55;211,12;211,12;288,4;288,4;288,4;288,4;288,4;288,4;288,4;288,4;211,12;211,12;211,12;288,4;418,51;418,51;
12/01/2016;11 - 12;289,75;205,97;205,97;271,99;271,99;271,99;271,99;271,99;271,99;271,99;271,99;205,97;205,97;205,97;271,99;373,6;373,6;
12/01/2016;12 - 13;287,81;205,75;205,75;261,1;261,1;296,54;261,1;261,1;261,1;261,1;261,1;205,75;205,75;205,75;296,54;373,67;373,67;
12/01/2016;13 - 14;280,42;205,9;205,9;248,42;248,42;296,76;248,42;248,42;248,42;248,42;248,42;205,9;205,9;205,9;296,76;1492;1492;
12/01/2016;14 - 15;289,45;208,36;208,36;240,29;240,29;311,01;240,29;240,29;240,29;240,29;240,29;208,36;208,36;208,36;311,01;433,28;433,28;
12/01/2016;15 - 16;309,74;215,44;215,44;246,18;246,18;365,91;246,18;246,18;246,18;246,18;246,18;215,44;215,44;215,44;365,91;1492,07;1492,07;
12/01/2016;16 - 17;332,94;200,67;200,67;352,56;352,56;373,52;269,16;352,56;269,16;269,16;269,16;200,67;200,67;200,67;373,52;521,6;521,6;
12/01/2016;17 - 18;339,88;189,63;189,63;417,54;417,54;417,54;312,87;417,54;312,87;312,87;312,87;189,63;189,63;189,63;417,54;492,81;492,81;
12/01/2016;18 - 19;298,77;181,58;181,58;300,86;300,86;369,87;300,86;300,86;300,86;300,86;300,86;181,58;181,58;181,58;369,87;492,58;492,58;
12/01/2016;19 - 20;219,4;177,25;177,25;221,49;221,49;252,89;221,49;221,49;221,49;221,49;221,49;177,25;177,25;177,25;252,89;345,77;345,77;
12/01/2016;20 - 21;193,51;176,21;176,21;194,33;194,33;194,33;194,33;194,33;194,33;194,33;194,33;176,21;176,21;176,21;194,33;345,85;345,85;194,33
12/01/2016;21 - 22;191,87;181,65;181,65;184,71;184,71;219,85;184,71;184,71;184,71;184,71;184,71;181,65;181,65;181,65;219,85;262,97;262,97;219,85
12/01/2016;22 - 23;176,5;173,82;173,82;173,82;173,82;187,17;173,82;173,82;173,82;173,82;173,82;173,82;173,82;173,82;187,17;231,93;231,93;187,17
12/01/2016;23 - 00;160,99;160,46;160,46;160,46;160,46;160,46;160,46;160,46;160,46;160,46;160,46;160,46;160,46;160,46;160,46;212,83;212,83;160,46
13/01/2016;00 - 01;157,12;156,67;156,67;156,67;156,67;156,67;156,67;156,67;156,67;156,67;156,67;156,67;156,67;156,67;156,67;224,41;224,41;156,67
13/01/2016;01 - 02;147,12;146,67;146,67;146,67;146,67;146,67;146,67;146,67;146,67;146,67;146,67;146,67;146,67;146,67;146,67;223,96;223,96;146,67
13/01/2016;02 - 03;140,03;139,66;139,66;139,66;139,66;139,66;138,77;139,66;139,66;139,66;139,66;139,66;139,66;139,66;139,66;223,74;223,74;139,66
13/01/2016;03 - 04;139,59;139,21;139,21;139,21;139,21;139,21;139,21;139,21;139,21;139,21;139,21;139,21;139,21;139,21;139,21;239,03;239,03;
13/01/2016;04 - 05;145,41;144,06;144,06;144,06;144,06;184,2;134,66;144,06;144,06;144,06;144,06;144,06;144,06;144,06;184,2;241,57;241,57;
13/01/2016;05 - 06;162,27;159,21;159,21;159,21;159,21;251,05;155,4;159,21;159,21;159,21;159,21;159,21;159,21;159,21;251,05;425,77;425,77;
13/01/2016;06 - 07;182,56;175,47;175,47;175,47;175,47;260,74;175,47;175,47;174,05;174,05;174,05;175,47;175,47;175,47;260,74;895,26;895,26;
13/01/2016;07 - 08;246,57;205,16;205,16;205,16;205,16;285,29;205,16;205,16;205,16;193,38;193,38;205,16;205,16;205,16;285,29;895,41;895,41;
13/01/2016;08 - 09;254,55;226,43;226,43;226,43;226,43;270;223,67;226,43;226,43;223,67;223,67;226,43;226,43;226,43;270;895,33;895,33;
13/01/2016;09 - 10;252,99;229,26;229,26;229,26;229,26;263,06;229,26;229,26;229,26;229,26;229,26;229,26;229,26;229,26;263,06;895,41;895,41;
13/01/2016;10 - 11;239,56;234,63;234,63;234,63;234,63;234,63;234,63;234,63;234,63;234,63;234,63;234,63;234,63;234,63;234,63;895,33;895,33;
13/01/2016;11 - 12;250,9;250,37;250,37;250,37;250,37;250,37;250,37;250,37;250,37;250,37;250,37;250,37;250,37;250,37;250,37;433,31;433,31;
13/01/2016;12 - 13;260,3;253,58;253,58;253,58;253,58;262,61;253,58;253,58;248,51;248,51;248,51;253,58;253,58;253,58;262,61;433,16;433,16;
13/01/2016;13 - 14;260,74;254,33;254,33;254,33;254,33;260,15;254,33;254,33;252,39;252,39;252,39;254,33;254,33;254,33;260,15;895,41;895,41;
13/01/2016;14 - 15;263,06;253,81;253,81;253,81;253,81;263,21;253,81;253,81;253,81;253,81;253,81;253,81;253,81;253,81;263,21;895,48;895,48;
13/01/2016;15 - 16;324,08;303,42;303,42;324,9;324,9;324,9;279,32;324,9;279,32;279,32;279,32;303,42;303,42;303,42;324,9;364,82;895,41;
13/01/2016;16 - 17;559,54;559,69;559,69;613,25;613,25;613,25;295,29;613,25;295,29;295,29;295,29;559,69;559,69;559,69;613,25;613,25;895,41;
13/01/2016;17 - 18;588,34;446,96;446,96;745,53;745,53;745,53;320,8;745,53;320,8;320,8;320,8;446,96;446,96;446,96;745,53;895,48;895,48;
13/01/2016;18 - 19;406;279,4;279,4;447,03;447,03;447,03;314,98;447,03;447,03;312,89;312,89;279,4;279,4;279,4;447,03;895,41;895,41;
13/01/2016;19 - 20;261,04;203,37;203,37;289,92;289,92;289,92;289,92;289,92;289,92;280,59;280,59;203,37;203,37;203,37;260;895,33;895,33;
13/01/2016;20 - 21;210,39;188,3;188,3;220,98;220,98;220,98;220,98;220,98;220,98;217,03;217,03;188,3;188,3;188,3;250,97;364,45;364,45;220,98
13/01/2016;21 - 22;200,84;185,24;185,24;201,21;201,21;219,71;201,21;201,21;201,21;201,21;201,21;185,24;185,24;185,24;219,71;258,88;258,88;219,71
13/01/2016;22 - 23;189,87;189,65;189,65;189,65;189,65;193,82;189,65;189,65;189,65;189,65;189,65;189,65;189,65;189,65;193,82;231,8;231,8;193,82
